publication_year,topic,publication_count
2017,Venomous Animal Envenomation and Studies,1
2017,Veterinary Pharmacology and Anesthesia,1
2017,Video Coding and Compression Technologies,1
2017,Vietnamese History and Culture Studies,1
2017,Viral Infectious Diseases and Gene Expression in Insects,1
2017,Visual Culture and Art Theory,1
2017,Visual and Cognitive Learning Processes,1
2017,Vitamin K Research Studies,1
2017,Water Governance and Infrastructure,1
2017,Water Quality Monitoring Technologies,1
2017,Water Quality and Pollution Assessment,1
2017,Water Resources and Sustainability,1
2017,Web Data Mining and Analysis,1
2017,Web visibility and informetrics,1
2017,"Weber, Simmel, Sociological Theory",1
2017,Weed Control and Herbicide Applications,1
2017,Wildlife Conservation and Criminology Analyses,1
2017,Wind and Air Flow Studies,1
2017,Wireless Body Area Networks,1
2017,Wittgensteinian philosophy and applications,1
2017,Working Capital and Financial Performance,1
2017,Workplace Violence and Bullying,1
2017,Yeasts and Rust Fungi Studies,1
2017,bioluminescence and chemiluminescence research,1
2017,demographic modeling and climate adaptation,1
2017,stochastic dynamics and bifurcation,1
2017,thermodynamics and calorimetric analyses,1
2018,Cancer Immunotherapy and Biomarkers,118
2018,Advanced Photocatalysis Techniques,97
2018,Advancements in Battery Materials,87
2018,Genomics and Phylogenetic Studies,86
2018,Advanced Neural Network Applications,85
2018,Gut microbiota and health,85
2018,Cancer Genomics and Diagnostics,78
2018,Electrocatalysts for Energy Conversion,76
2018,Single-cell and spatial transcriptomics,75
2018,Advanced battery technologies research,69
2018,Perovskite Materials and Applications,66
2018,Advanced Battery Materials and Technologies,65
2018,Recycling and Waste Management Techniques,63
2018,Genetic Associations and Epidemiology,61
2018,RNA modifications and cancer,61
2018,CAR-T cell therapy research,60
2018,Microplastics and Plastic Pollution,60
2018,Immune cells in cancer,57
2018,2D Materials and Applications,54
2018,Advanced Sensor and Energy Harvesting Materials,52
2018,Immune Cell Function and Interaction,50
2018,Immunotherapy and Immune Responses,49
2018,Domain Adaptation and Few-Shot Learning,48
2018,Advanced Image and Video Retrieval Techniques,47
2018,RNA Research and Splicing,47
2018,Blockchain Technology Applications and Security,46
2018,Supercapacitor Materials and Fabrication,46
2018,Liver Disease Diagnosis and Treatment,45
2018,Conducting polymers and applications,42
2018,Multimodal Machine Learning Applications,42
2018,Advanced Battery Technologies Research,41
2018,Bioinformatics and Genomic Networks,41
2018,Extracellular vesicles in disease,41
2018,Neuroinflammation and Neurodegeneration Mechanisms,40
2018,RNA and protein synthesis mechanisms,40
2018,Topic Modeling,40
2018,CRISPR and Genetic Engineering,39
2018,Graphene research and applications,39
2018,MXene and MAX Phase Materials,39
2018,MicroRNA in disease regulation,39
2018,Human Pose and Action Recognition,38
2018,Meta-analysis and systematic reviews,38
2018,Advanced Image Processing Techniques,37
2018,Adversarial Robustness in Machine Learning,37
2018,Anomaly Detection Techniques and Applications,37
2018,Computational Drug Discovery Methods,37
2018,Diet and metabolism studies,37
2018,Quantum Dots Synthesis And Properties,37
2018,Epigenetics and DNA Methylation,35
2018,Microbial Community Ecology and Physiology,35
2018,Sustainable Supply Chain Management,35
2018,Alzheimer's disease research and treatments,34
2018,Cancer Cells and Metastasis,34
2018,Video Surveillance and Tracking Methods,34
2018,Advanced biosensing and bioanalysis techniques,33
2018,Digital Transformation in Industry,33
2018,IoT and Edge/Fog Computing,33
2018,Nanoplatforms for cancer theranostics,33
2018,Topological Materials and Phenomena,33
2018,Advanced Vision and Imaging,32
2018,Catalytic Processes in Materials Science,32
2018,Cell Image Analysis Techniques,31
2018,CO2 Reduction Techniques and Catalysts,30
2018,Metal-Organic Frameworks: Synthesis and Applications,30
2018,"Health Systems, Economic Evaluations, Quality of Life",29
2018,Cancer-related molecular mechanisms research,28
2018,Machine Learning in Materials Science,28
2018,Ammonia Synthesis and Nitrogen Reduction,27
2018,Artificial Intelligence in Healthcare and Education,27
2018,COVID-19 diagnosis using AI,27
2018,Fuel Cells and Related Materials,27
2018,Gene expression and cancer classification,27
2018,Lung Cancer Treatments and Mutations,27
2018,Natural Language Processing Techniques,27
2018,Radiomics and Machine Learning in Medical Imaging,27
2018,AI in cancer detection,26
2018,"Diabetes, Cardiovascular Risks, and Lipoproteins",26
2018,Genomics and Rare Diseases,26
2018,Advanced Memory and Neural Computing,25
2018,Chalcogenide Semiconductor Thin Films,25
2018,Diabetes Treatment and Management,25
2018,Functional Brain Connectivity Studies,25
2018,Genomics and Chromatin Dynamics,25
2018,Nutritional Studies and Diet,25
2018,Additive Manufacturing and 3D Printing Technologies,24
2018,Antibiotic Resistance in Bacteria,24
2018,Immune Response and Inflammation,24
2018,Protein Structure and Dynamics,24
2018,biodegradable polymer synthesis and properties,24
2018,Advanced Graph Neural Networks,23
2018,Climate variability and models,23
2018,Ferroptosis and cancer prognosis,23
2018,Inflammasome and immune disorders,23
2018,Nanoparticle-Based Drug Delivery,23
2018,Pancreatic and Hepatic Oncology Research,23
2018,RNA Interference and Gene Delivery,23
2018,Tryptophan and brain disorders,23
2018,Advanced Nanomaterials in Catalysis,22
2018,Autophagy in Disease and Therapy,22
2018,Covalent Organic Framework Applications,22
2018,Soil Carbon and Nitrogen Dynamics,22
2018,Advanced oxidation water treatment,21
2018,Cardiac Imaging and Diagnostics,21
2018,Dementia and Cognitive Impairment Research,21
2018,Genetic Mapping and Diversity in Plants and Animals,21
2018,Graphene and Nanomaterials Applications,21
2018,Image Enhancement Techniques,21
2018,Metabolomics and Mass Spectrometry Studies,21
2018,Cardiovascular Function and Risk Factors,20
2018,Clostridium difficile and Clostridium perfringens research,20
2018,Machine Learning in Healthcare,20
2018,Mental Health Research Topics,20
2018,Nanoparticles: synthesis and applications,20
2018,Neural Networks and Applications,20
2018,Neural dynamics and brain function,20
2018,Pharmaceutical and Antibiotic Environmental Impacts,20
2018,3D Printing in Biomedical Research,19
2018,Advanced Proteomics Techniques and Applications,19
2018,Atmospheric and Environmental Gas Dynamics,19
2018,Image Processing Techniques and Applications,19
2018,Impact of Technology on Adolescents,19
2018,Mitochondrial Function and Pathology,19
2018,Nanomaterials for catalytic reactions,19
2018,"Obesity, Physical Activity, Diet",19
2018,Technology Adoption and User Behaviour,19
2018,Atmospheric chemistry and aerosols,18
2018,Copper-based nanomaterials and applications,18
2018,Electrospun Nanofibers in Biomedical Applications,18
2018,"Energy, Environment, Economic Growth",18
2018,Generative Adversarial Networks and Image Synthesis,18
2018,Health disparities and outcomes,18
2018,Organic Electronics and Photovoltaics,18
2018,Plant-Microbe Interactions and Immunity,18
2018,Probiotics and Fermented Foods,18
2018,Robotics and Sensor-Based Localization,18
2018,T-cell and B-cell Immunology,18
2018,Adipose Tissue and Metabolism,17
2018,Advanced Malware Detection Techniques,17
2018,Air Quality and Health Impacts,17
2018,"Cardiac, Anesthesia and Surgical Outcomes",17
2018,"Diet, Metabolism, and Disease",17
2018,"Genetics, Bioinformatics, and Biomedical Research",17
2018,Health Policy Implementation Science,17
2018,Land Use and Ecosystem Services,17
2018,Lung Cancer Diagnosis and Treatment,17
2018,Neuroscience and Neuropharmacology Research,17
2018,Nutrition and Health in Aging,17
2018,Pancreatic function and diabetes,17
2018,Solar-Powered Water Purification Methods,17
2018,"Stellar, planetary, and galactic studies",17
2018,Acute Ischemic Stroke Management,16
2018,Astronomy and Astrophysical Research,16
2018,Bacteriophages and microbial interactions,16
2018,Caching and Content Delivery,16
2018,"Cancer, Hypoxia, and Metabolism",16
2018,Circular RNAs in diseases,16
2018,Digital Marketing and Social Media,16
2018,EEG and Brain-Computer Interfaces,16
2018,Ethics and Social Impacts of AI,16
2018,Face recognition and analysis,16
2018,Genetic factors in colorectal cancer,16
2018,Hepatocellular Carcinoma Treatment and Prognosis,16
2018,Ionic liquids properties and applications,16
2018,Misinformation and Its Impacts,16
2018,Phagocytosis and Immune Regulation,16
2018,Psychotherapy Techniques and Applications,16
2018,Sepsis Diagnosis and Treatment,16
2018,Virus-based gene therapy research,16
2018,Chromosomal and Genetic Variations,15
2018,Digital Mental Health Interventions,15
2018,Extraction and Separation Processes,15
2018,Gold and Silver Nanoparticles Synthesis and Applications,15
2018,"IL-33, ST2, and ILC Pathways",15
2018,Innovation and Knowledge Management,15
2018,Metamaterials and Metasurfaces Applications,15
2018,Meteorological Phenomena and Simulations,15
2018,Neurogenesis and neuroplasticity mechanisms,15
2018,Quantum Information and Cryptography,15
2018,Respiratory viral infections research,15
2018,Retinal Imaging and Analysis,15
2018,Virtual Reality Applications and Impacts,15
2018,Wound Healing and Treatments,15
2018,interferon and immune responses,15
2018,Advanced Image Fusion Techniques,14
2018,Cryptography and Data Security,14
2018,Environmental Impact and Sustainability,14
2018,Genetic and phenotypic traits in livestock,14
2018,Genetics and Neurodevelopmental Disorders,14
2018,"Genetics, Aging, and Longevity in Model Organisms",14
2018,Heart Failure Treatment and Management,14
2018,Image and Signal Denoising Methods,14
2018,Lung Cancer Research Studies,14
2018,"Metabolism, Diabetes, and Cancer",14
2018,Nanocluster Synthesis and Applications,14
2018,Prostate Cancer Treatment and Research,14
2018,Adsorption and biosorption for pollutant removal,13
2018,Advanced Condensed Matter Physics,13
2018,Advanced Fluorescence Microscopy Techniques,13
2018,Advanced Wireless Communication Technologies,13
2018,Artificial Intelligence in Healthcare,13
2018,Asthma and respiratory diseases,13
2018,Bariatric Surgery and Outcomes,13
2018,Biofuel production and bioconversion,13
2018,Blood Pressure and Hypertension Studies,13
2018,Carbon dioxide utilization in catalysis,13
2018,Colorectal Cancer Treatments and Studies,13
2018,"Conservation, Biodiversity, and Resource Management",13
2018,Energy and Environment Impacts,13
2018,Environmental Sustainability in Business,13
2018,Enzyme Structure and Function,13
2018,Face and Expression Recognition,13
2018,Flood Risk Assessment and Management,13
2018,Genetic diversity and population structure,13
2018,Global Maternal and Child Health,13
2018,High Entropy Alloys Studies,13
2018,Innovation and Socioeconomic Development,13
2018,Legume Nitrogen Fixing Symbiosis,13
2018,Luminescence and Fluorescent Materials,13
2018,Membrane Separation Technologies,13
2018,Mental Health Treatment and Access,13
2018,Neonatal Respiratory Health Research,13
2018,Oral microbiology and periodontitis research,13
2018,Organic Light-Emitting Diodes Research,13
2018,Phytochemicals and Antioxidant Activities,13
2018,Radical Photochemical Reactions,13
2018,Recommender Systems and Techniques,13
2018,Remote Sensing in Agriculture,13
2018,Stress Responses and Cortisol,13
2018,Viral Infections and Vectors,13
2018,Advanced Breast Cancer Therapies,12
2018,Antibiotic Use and Resistance,12
2018,Asymmetric Hydrogenation and Catalysis,12
2018,Biomedical Text Mining and Ontologies,12
2018,"Birth, Development, and Health",12
2018,Cardiac Valve Diseases and Treatments,12
2018,Catalytic C–H Functionalization Methods,12
2018,Electronic and Structural Properties of Oxides,12
2018,"Energy, Environment, and Transportation Policies",12
2018,Evolutionary Algorithms and Applications,12
2018,Ferroelectric and Negative Capacitance Devices,12
2018,"Galaxies: Formation, Evolution, Phenomena",12
2018,Gamma-ray bursts and supernovae,12
2018,Gas Sensing Nanomaterials and Sensors,12
2018,HER2/EGFR in Cancer Research,12
2018,Hydrogen Storage and Materials,12
2018,Innovations in Concrete and Construction Materials,12
2018,Liver Disease and Transplantation,12
2018,Machine Learning and Data Classification,12
2018,Mycorrhizal Fungi and Plant Interactions,12
2018,Network Security and Intrusion Detection,12
2018,Neuroscience and Neural Engineering,12
2018,Nosocomial Infections in ICU,12
2018,Photoreceptor and optogenetics research,12
2018,Plant Stress Responses and Tolerance,12
2018,Privacy-Preserving Technologies in Data,12
2018,Prostate Cancer Diagnosis and Treatment,12
2018,Quantum Computing Algorithms and Architecture,12
2018,Smart Agriculture and AI,12
2018,Social Media and Politics,12
2018,"Adipokines, Inflammation, and Metabolic Diseases",11
2018,Alcohol Consumption and Health Effects,11
2018,Animal Virus Infections Studies,11
2018,BRCA gene mutations in cancer,11
2018,Bone Tissue Engineering Materials,11
2018,Cancer Research and Treatments,11
2018,Child and Adolescent Psychosocial and Emotional Development,11
2018,Climate Change and Health Impacts,11
2018,Computational Physics and Python Applications,11
2018,Coronary Interventions and Diagnostics,11
2018,Cytokine Signaling Pathways and Interactions,11
2018,Data Analysis with R,11
2018,Dermatology and Skin Diseases,11
2018,Diabetes Management and Research,11
2018,Dielectric materials and actuators,11
2018,Electrochemical Analysis and Applications,11
2018,Emotion and Mood Recognition,11
2018,Frailty in Older Adults,11
2018,Gestational Diabetes Research and Management,11
2018,Global Cancer Incidence and Screening,11
